delude, antique, Pergamon, directory, integrate, pectoral, wiener, inconstant, quack, slob, elliptic, architect, trainmen, Richardson, Johnsen, pot, brethren, slick, Kankakee, pairwise, Bruckner, accrual, Scotland, sewerage, dermatology, obsessive, Columbia, eschew, carport, preparation, Seneca, ropy, Roseland, frog, playa, handicraftsman, linoleic, scorpion, trill, migrate
89 : 71 | 63 | 19 | 43 | debauch | stablemen | solo | actinic | gregarious | immigrant | monologue | 84 | 24 | abandon | 11 | easy | 72 | transgressor | escritoire | mortgage | 13 | 5 | 15 | 37 | FBI | depend | 80 | Healey | 82 | 60 | conifer | 35 | 65 | 70 | halide | dump | pup | 67 | 7
1 : adaptive | 9 | 83 | fecal | 21 | alpenstock | 46 | impracticable | 61 | children | beer | roadblock | 52 | 82 | poet | programmatic | 74 | muscular | 41 | 11 | 37 | eaten | 17 | 34 | tide | 84 | nigger | aerie | singsong | 57 | pedant | 34 | 9 | 39 | allegiant | Fedora | 82 | 79 | 11
addressee : imbecile | satisfactory | 56 | 22 | Hackett | wheresoever | 67 | 22 | 13 | WAC | 43 | Wyeth | 26 | 55 | persuade | 41 | 76 | TVA | 94 | 19 | Hempstead | 37 | 83 | yokel | possemen | angle | oatcake | 34 | 95 | 81 | 59 | Blake | 65 | 68 | schoolwork | 83 | Eagan | chambermaid | griddle
29 : sergeant | 32 | bluff | 72 | Olivetti | 67 | 19 | 94 | 22 | 21 | 65 | 72 | 60 | 68 | 4 | 88 | 23 | 44 | Michaelangelo | meat | 99 | 31 | 62 | 8 | 2 | 44 | 50 | occidental | 37 | bird | filch | 53 | mechanic | whereupon | destinate | throaty | 29 | 20 | 99
79 : flake | caprice | thermophilic | 81 | 50 | 73 | nylon | 71 | 32 | 2 | 44 | 62 | Trumbull | 43 | Inman | 47 | 21 | geyser | 60 | simplex | plaza | 1 | wast | hotbed | 52 | 45 | 86 | 23 | 9 | exoskeleton | 98 | 91 | 70 | collusion | 52 | 31 | 43 | 24 | 38
Caroline : victor | snotty | chromosphere | horsepower | 44 | 2 | 84 | Doric | 94 | 25 | 51 | 12 | 83 | malignant | 85 | 37 | 75 | 14 | juror | 45 | 43 | 17 | 82 | Mayflower | 79 | scornful | 85 | 56 | 49 | diploid | littoral | 89 | 40 | Prokofieff | 15 | cormorant | 26 | 62 | plow
34 : 72 | barfly | 85 | 76 | allot | 29 | 88 | 94 | guignol | lama | elsewhere | 31 | nickname | camaraderie | 92 | proverbial | wasteland | 62 | September | counterargument | okapi | 47 | 65 | 25 | 87 | interrogate | 65 | 82 | truss | methionine | 13 | 45 | tube | Gardner | 26 | 67 | 45 | 86 | consanguine
4 : 13 | inflammation | 60 | mammoth | 66 | 37 | 59 | laurel | 29 | 87 | 19 | 55 | brief | posse | imbue | Spaulding | 10 | 8 | claim | 98 | 33 | mendelevium | 8 | axial | slough | decontrolling | 16 | violin | row | oratorio | ibex | 86 | 19 | 49 | 14 | 19 | botfly | 35 | 90
37 : 22 | 51 | 29 | 85 | roil | Yost | 53 | 37 | 20 | secretion | 78 | 34 | Wolfe | 13 | 75 | acquisition | 59 | 40 | 6 | despite | 19 | injudicious | concubine | 81 | selectman | 76 | TTY | sunshiny | domineer | 79 | time | synapse | 71 | 17 | 19 | concede | 54 | bumpkin | 18
45 : 85 | easy | 29 | ideal | 7 | 10 | 50 | 30 | 24 | 48 | 88 | 55 | 28 | adenoma | 46 | complainant | 57 | 17 | liar | 81 | 24 | 66 | 76 | Talmudic | Ursa | Spaniard | 83 | 80 | 8 | afterthought | snotty | 77 | lest | 21 | 83 | ineffective | 20 | 11 | 75
gantry : 61 | 72 | 68 | Dee | 35 | phosphoresce | posse | 94 | 37 | Sydney | amount | Ullman | 97 | 72 | stockholder | 46 | 78 | 89 | burley | squaw | 3 | 33 | 68 | deregulate | 4 | 94 | 41 | 37 | whiplash | 98 | 98 | 81 | oppose | 96 | 80 | 61 | contour | 95 | 13
rapid : treasury | 71 | loud | 99 | 80 | 98 | 55 | 72 | vale | 3 | gullible | libertine | 86 | 38 | 11 | pate | 28 | quill | 40 | 40 | 63 | 88 | Sonoma | imitate | tanh | commend | chuck | 8 | 68 | 43 | shampoo | 23 | Gullah | 63 | 94 | equivalent | 3 | 88 | 68
76 : 29 | 7 | 2 | 68 | Ronnie | torr | 72 | 33 | peahen | butch | study | 64 | marquee | automate | 57 | Fred | 11 | 52 | sacrilegious | 5 | 19 | 81 | disgustful | 19 | 43 | 77 | 31 | 36 | 72 | 95 | 6 | 53 | hubby | sculpture | 74 | croupier | compass | wasteland | 48
58 : 40 | 79 | 19 | coevolution | 80 | 9 | 91 | afterthought | 69 | Brett | 83 | lubricate | 52 | 99 | devise | 74 | decay | severalty | 80 | 40 | 58 | 5 | 91 | zigzag | mercantile | 1 | ambiguous | housefly | reedbuck | 60 | 84 | 35 | 78 | 47 | 29 | 98 | featherweight | 58 | 46
28 : 49 | spectrography | 81 | 1 | 63 | 12 | mental | 46 | mendacious | breadboard | 20 | 4 | 47 | altern | 60 | Sal | businessmen | 99 | 87 | 42 | digram | 68 | phonic | 18 | canonic | balletomane | 22 | hopple | 51 | sauce | rhino | 39 | 14 | Ferguson | 58 | depart | 42 | ambassador | ado
tamarack : universe | 81 | housebroken | 92 | 65 | pillar | zodiacal | 12 | Pythagorean | protrude | Biggs | fourth | volcanism | 80 | aerobic | headlong | 59 | 96 | Billiken | 27 | inertance | 92 | 66 | 77 | 95 | 95 | 21 | Braille | 15 | 18 | 26 | atavistic | 43 | 51 | 98 | ascetic | Israelite | 74 | 88
43 : 52 | 46 | victim | especial | contraindicate | 83 | 89 | 65 | farthest | Gilead | 24 | woodruff | ridicule | Driscoll | 97 | 61 | 61 | predilect | 5 | 73 | resonate | 67 | ate | 93 | 53 | corkscrew | 12 | 77 | 73 | 55 | 69 | 91 | 37 | 93 | 11 | petrify | 83 | 43 | 19
57 : 10 | 9 | 93 | 67 | masonry | cancel | 92 | hardcover | splash | 39 | 20 | 64 | Burundi | 11 | finch | 71 | hyphenate | herd | brandy | roe | cartilage | 20 | 24 | 40 | 1 | 97 | magnify | pinpoint | viii | 67 | sawfly | 11 | 42 | Goldwater | 94 | thereabouts | monte | 3 | 35
pessimal : 72 | 82 | buckthorn | putdown | 66 | loam | 10 | 39 | poultice | 88 | absorptive | 56 | 34 | 50 | 69 | Weierstrass | negligent | 14 | trinket | 21 | dollar | 58 | 15 | binge | 25 | 16 | 73 | 58 | 56 | gateway | 63 | 3 | 14 | 18 | 44 | glassine | 11 | blonde | deathbed
forgery : nude | basal | 80 | glyceride | Portuguese | 23 | 68 | 62 | 23 | analyst | 34 | 12 | 57 | Wightman | 82 | 24 | 49 | 3 | bellhop | dilettante | 36 | 66 | 26 | detoxify | 70 | workhorse | venal | 56 | councilwoman | 91 | 20 | 13 | 69 | forum | 26 | fleeing | bluet | 38 | marjoram
scallop : 37 | deus | Anna | element | 54 | 91 | shuffle | 37 | 53 | plushy | 69 | scorecard | foal | 11 | 5 | 99 | inferential | 22 | pantheon | ionosphere | 82 | 40 | 43 | 31 | fake | 2 | 8 | 28 | quark | 33 | 27 | 44 | articulate | structure | Bakhtiari | 29 | 68 | Eleazar | blandish
58 : 15 | 99 | cuddly | aorta | Weston | Triplett | shameface | 47 | 39 | periphery | gender | 91 | 57 | 52 | Cameron | 26 | 72 | 55 | 1 | 91 | newsman | piecemeal | turtle | masseur | misshapen | 79 | 89 | 94 | situs | 38 | 93 | Ryder | 27 | Tahoe | indulge | 86 | eigenstate | Bakelite | circuitry
96 : 72 | Fafnir | 43 | excellent | 46 | 62 | Haines | 18 | 32 | 62 | 84 | 92 | imposition | 1 | infinite | 8 | 74 | palindromic | yip | accelerate | 62 | 73 | 37 | blatant | 37 | 17 | 62 | lam | 52 | 85 | 99 | 38 | 44 | 91 | 90 | 47 | 70 | 32 | 49
knob : estop | 70 | friend | 68 | could | 45 | 41 | 22 | barre | 85 | neuronal | Fitchburg | 79 | 32 | Laos | 19 | gunnery | 18 | 66 | 91 | 93 | ravel | 25 | guano | 95 | 76 | Caputo | thunderous | 90 | 72 | 13 | 54 | 42 | 20 | 11 | tor | 23 | 73 | Martinez
85 : Frankfurt | 65 | 97 | 91 | 57 | pollywog | breadroot | 96 | 99 | broad | Midwest | 23 | radiocarbon | 62 | 81 | 64 | incise | 19 | whit | 11 | 43 | townsman | Laughlin | brow | morpheme | 92 | Staley | 13 | opt | canton | 42 | postdoctoral | 60 | 99 | 35 | eater | continuo | 32 | 41
41 : peridotite | xylophone | 12 | 43 | preferential | 72 | Connally | flaxen | inattentive | 20 | incur | 68 | place | 7 | provincial | 91 | 2 | 5 | berry | 27 | 75 | 9 | 36 | purport | 7 | placeable | swim | hip | 27 | 90 | gangling | recusant | harem | electrolyte | perhaps | 65 | aspect | Waltham | 75
Anabaptist : 84 | colic | oblivious | 52 | 17 | 98 | 39 | bassinet | 50 | 3 | 42 | 14 | 88 | monarchic | 25 | 35 | crayon | 21 | 76 | via | 87 | 10 | pessimist | 62 | fishpond | waist | midshipman | 64 | 53 | Pugh | 70 | 98 | Ashmolean | 13 | 25 | iii | 45 | pasty | 75
ectoderm : recess | contretemps | 15 | 30 | expurgate | 70 | Kampuchea | 35 | stoppage | northwest | homogeneous | 23 | suey | utensil | frugal | bye | Conklin | 7 | 4 | Andean | intimal | 72 | 76 | 57 | 43 | comprise | 19 | 42 | 7 | 61 | 60 | 80 | 51 | illimitable | tenable | noisy | Yosemite | 52 | 39
75 : 38 | 34 | 90 | 68 | 40 | Christmas | 30 | 8 | 42 | arborescent | 99 | 10 | spinnaker | 92 | Menlo | 21 | 52 | 85 | retain | 59 | 13 | 14 | 25 | 98 | 88 | Paramus | 81 | collet | nomadic | 14 | typewrite | cardinal | 78 | 22 | 69 | prow | 39 | inflict | 32
17 : quahog | Ryder | 10 | maim | 73 | 23 | 41 | surveyor | treat | 29 | 7 | hornbeam | trek | Emory | 48 | 50 | 31 | liken | 27 | 63 | depreciable | 52 | minion | prestige | afield | 24 | alcohol | 24 | botanist | 48 | eucre | 56 | crania | engineer | 91 | 74 | 28 | aspersion | 15
Alcmena : 18 | 84 | 53 | essence | 82 | 81 | loon | wiener | 91 | 82 | 53 | 31 | 54 | vertical | 43 | 55 | hypoactive | 88 | 54 | 98 | 88 | 43 | 96 | 36 | screechy | 48 | 95 | 40 | Tasmania | grail | equilibrium | fur | 4 | 10 | parsonage | 92 | immiscible | 61 | antagonist
42 : 51 | 14 | incongruity | Bulgaria | 58 | 87 | 98 | 37 | 10 | 7 | root | 28 | substitution | haggard | 63 | 30 | 52 | numerable | Carroll | 20 | 1 | 4 | courtesan | 40 | surreptitious | nightshirt | 83 | 10 | 9 | animadversion | 43 | 0 | dung | 47 | 91 | 51 | Ursuline | 50 | 9
Tokyo : 0 | 12 | 46 | 64 | fallout | Libya | 84 | 99 | 91 | 85 | 35 | atrophic | 24 | 75 | dormitory | 43 | flub | 93 | 46 | cafe | 46 | hypochlorite | papoose | 12 | 34 | 65 | 24 | 3 | 5 | glitter | July | 43 | 52 | whither | 75 | 15 | 15 | 18 | 84
Winston : 43 | recipe | Webster | nightcap | 80 | 62 | 6 | 75 | 45 | trial | 53 | 97 | 78 | 93 | 1 | intolerant | 82 | 9 | 18 | 94 | 56 | 92 | 84 | 6 | 63 | 64 | 68 | 27 | psychotherapist | arenaceous | daub | 19 | confrere | Hartman | victorious | 46 | 96 | 87 | mirage
73 : 96 | 41 | 80 | 65 | 64 | 27 | Schneider | 86 | 55 | 19 | 9 | wile | silicone | 14 | 63 | 26 | hark | thematic | Sterno | Goethe | 10 | 67 | 71 | 61 | contraption | 49 | musk | 9 | tingle | scavenge | Elisabeth | senile | landmass | 7 | 5 | 87 | Boris | 68 | 31
44 : 5 | pageantry | talcum | everyday | trawl | proscenium | 41 | payoff | 86 | 22 | schoolgirlish | 38 | 12 | 19 | 31 | 7 | 66 | denude | 91 | clairvoyant | 5 | hydrophone | granary | 64 | bookkeep | delve | 25 | 70 | filmdom | 12 | SC | broach | 43 | 97 | 28 | 75 | 42 | hypocycloid | Erasmus
41 : planetary | 10 | 99 | execrate | 35 | 26 | 42 | genera | 27 | rainstorm | 48 | sweep | wok | 97 | 41 | 56 | 25 | navy | 99 | shady | 60 | 14 | 92 | hilly | breastwork | 79 | 19 | polynomial | 21 | lexical | vernacular | 26 | 12 | siderite | 85 | 74 | hermaphroditic | hurrah | 91
suffragette : 43 | 19 | butternut | Rio | meretricious | 41 | 90 | 80 | 43 | Joshua | 95 | 18 | 30 | 10 | 28 | 54 | refractory | knelt | 74 | err | 64 | Brian | 73 | 29 | 27 | instantaneous | 25 | Auriga | silicone | 46 | 24 | 91 | anent | 43 | inflammation | 79 | 97 | 49 | 71
81 : 80 | 23 | 25 | cornet | 13 | Einsteinian | glass | rug | 17 | 22 | Hartman | sixth | Boeotia | 39 | defoliate | administrate | 76 | 4 | 65 | 87 | peach | impose | Miltonic | 42 | apart | 39 | 94 | 13 | headstone | 89 | 36 | 92 | 27 | annihilate | 90 | spy | holly | silky | 6
99 : triad | sparky | star | boisterous | alan | 27 | 92 | Marilyn | 20 | 47 | yak | 71 | diploidy | chemotherapy | 62 | cubit | crisis | 70 | 84 | finger | lee | 25 | 93 | hedge | Lufthansa | plasmid | 86 | kick | pessimism | 86 | pedal | 96 | admit | 82 | symbolic | 73 | 6 | trustee | 7
kaleidescope : 40 | permitting | apport | 52 | 95 | halide | 92 | Collins | 67 | 40 | differentiate | 58 | 30 | 76 | 4 | 69 | pasture | knapsack | 59 | despot | Ypsilanti | 54 | 47 | luke | 62 | 8 | springy | compensable | 84 | responsive | 84 | Islam | dramatist | flap | hydraulic | 47 | 28 | 78 | 85
theft : knockout | 48 | dupe | 38 | 66 | 18 | mule | 34 | 14 | 58 | civilian | 25 | counterattack | current | warp | Chang | 59 | phosphorescent | 93 | ease | 29 | Derbyshire | expensive | wholesome | 31 | facet | rend | 35 | trestle | admiral | alizarin | 97 | garland | 80 | bazaar | 33 | distraught | sue | burglar
44 : 98 | 80 | 12 | emulate | 44 | 9 | orography | 19 | inexhaustible | 71 | 21 | indigent | supposition | 25 | 99 | 34 | 74 | 46 | sacrificial | 41 | 63 | calamitous | ebullient | 56 | 25 | cacophonist | matrimony | 51 | 18 | 99 | 37 | tipple | 94 | Araby | 69 | 48 | 44 | Homeric | 60
31 : defector | fermion | chaos | pick | vibrate | hearty | Lissajous | 55 | 27 | constructor | 60 | mutineer | spurt | 80 | 57 | 79 | weasel | 57 | 58 | palmetto | byline | cheery | 8 | 94 | O'Sullivan | 15 | 42 | 63 | 56 | 72 | 73 | Scarborough | 69 | 8 | 90 | 80 | Vera | Maier | 87
resumption : paschal | 87 | 68 | bah | Stratford | rickety | 27 | 6 | 53 | 69 | 1 | 5 | 19 | 83 | turnstone | 93 | 88 | ashram | 23 | marquis | formic | 45 | inane | scription | 12 | transect | 50 | 95 | sociology | 15 | 51 | 72 | 30 | lavatory | 57 | 2 | 3 | mystique | flexure
subterranean : 47 | 83 | 77 | putt | 68 | 72 | 28 | mutiny | 71 | councilman | tenable | suicidal | 48 | 80 | 56 | 59 | 47 | 45 | 28 | tuna | feminism | fresco | gospel | Mephistopheles | 76 | 97 | diathermy | 22 | corona | sarcastic | 78 | continual | tip | 55 | 61 | cheesemaking | 90 | 62 | Roberto
24 : 46 | 95 | 40 | 4 | Wasserman | 49 | assuage | 15 | hurley | 60 | 69 | 68 | 94 | piazza | 16 | obsessive | 9 | extraneous | 77 | melancholy | 58 | 68 | 44 | 13 | 2 | 5 | 28 | 87 | 53 | compliant | ordinary | 87 | 25 | seersucker | 71 | 32 | 42 | rightful | 92
24 : committing | 61 | 7 | Meyer | penurious | stamp | 93 | 84 | 0 | 21 | bedazzle | motivate | 17 | 3 | logic | 9 | Gaylord | managerial | 26 | 13 | 81 | 39 | 58 | escutcheon | Ulysses | 91 | vacuole | Poland | improbable | 22 | 68 | 4 | detergent | Franz | 55 | 44 | 5 | poem | 50
40 : exposit | 26 | uttermost | Isabel | 65 | 34 | skirmish | odyssey | 10 | ditch | unitary | barnstorm | 20 | flame | horse | 77 | 13 | 50 | prior | genius | Bologna | 47 | Stanford | 59 | macroscopic | 58 | kraut | 80 | blueprint | lane | polish | 80 | 54 | 11 | 18 | selfish | 10 | contagion | 23
25 : lepidopterist | 30 | 99 | 20 | 41 | 52 | 51 | abysmal | miscellaneous | 42 | spittle | 14 | indentation | 48 | 85 | Squibb | 80 | 89 | TRW | 93 | 6 | Tunisia | 32 | 77 | Tanaka | handkerchief | 62 | irresolution | 72 | 91 | 12 | 52 | 80 | rubbery | anyway | pseudonymous | surmount | deface | trisodium
49 : 74 | foam | verge | 71 | cede | about | dockyard | bricklayer | 54 | 78 | 98 | 87 | 70 | bottleneck | impute | 26 | 59 | 31 | Crandall | Cyprian | 6 | 89 | 63 | 56 | 29 | Mercator | chirp | 9 | 8 | phonon | 71 | 59 | 49 | 64 | oftentimes | castrate | 52 | 29 | Zagreb
haploidy : 0 | 83 | bucketful | 89 | speedup | 84 | underclassmen | 88 | sophisticate | Carson | 80 | 84 | 77 | Sanford | dutiable | snotty | 10 | 37 | 83 | 6 | vintner | gala | 56 | 80 | 93 | posture | virginal | Claremont | 59 | 97 | 78 | quicksilver | 79 | 27 | 91 | Pickett | 31 | 41 | 56
88 : Hopkins | Priscilla | Iliad | 56 | burbank | 13 | haul | 6 | Jung | 47 | methanol | 61 | 95 | handout | 53 | 40 | 60 | 38 | 75 | timbre | 20 | 23 | 57 | 40 | 64 | handhold | 87 | 80 | 21 | 67 | 22 | 5 | 35 | 49 | 54 | 40 | inward | god | 53
61 : 90 | 97 | 26 | 90 | 40 | emigrate | quipped | 75 | chloroplatinate | killdeer | 47 | 38 | 39 | 2 | rhodonite | ascend | awoke | furl | 8 | Bernet | 60 | 61 | ugly | 41 | 0 | 3 | 48 | empress | bank | 54 | trepidation | 75 | 44 | 71 | 3 | import | 32 | 14 | 44
57 : 42 | Ross | 86 | Coleman | 20 | 10 | 22 | 53 | oedipal | login | 37 | 46 | 37 | lucid | 18 | 86 | 33 | masque | 88 | 52 | 96 | inflationary | 16 | 10 | 22 | 53 | emphysema | 23 | 93 | voice | Storey | Saxon | Madonna | Allstate | 0 | show | 98 | 1 | extrusion
Gregory : 2 | actinic | 92 | 97 | attestation | 4 | 57 | messy | 13 | 68 | 4 | 6 | 87 | 68 | 18 | 69 | loaf | 37 | 50 | 9 | 42 | 84 | 65 | Edward | 83 | 86 | 55 | siren | bop | incidental | 26 | pontific | Roseland | fluorine | retain | 36 | 24 | 39 | 47
23 : 17 | protest | flour | 6 | 69 | ethnic | Jo | Whipple | 32 | bassoon | declaration | 32 | afternoon | deuterium | reliant | Schubert | 4 | drab | 35 | moraine | exterior | AAA | 50 | 4 | 4 | 13 | 59 | inkling | 30 | 45 | 50 | juggernaut | 22 | ham | postage | chaise | 72 | 16 | 40
13 : gamete | 75 | 24 | Moravia | czar | 80 | 10 | mist | 6 | 20 | 75 | 0 | 9 | superstition | lyrebird | 58 | 97 | 1 | 14 | Cunningham | kinkajou | trioxide | 16 | accidental | sledgehammer | legible | hypothesis | 93 | ashame | 1 | 30 | 66 | 37 | Shiloh | 95 | 29 | maturate | 35 | 3
7 : thunderous | flan | microbe | 26 | 58 | 81 | 73 | practical | 63 | 75 | splat | sacrosanct | Lucretius | identity | Burgundian | certify | 88 | whiz | 98 | 96 | 65 | stringy | 98 | 27 | tidbit | deadlock | Dorothea | 10 | 89 | 40 | 30 | telekinesis | Tutenkhamon | accusative | Enos | cession | Pitt | 65 | 11
polaron : 46 | 26 | 40 | 27 | 0 | 45 | Yalta | Sarah | 54 | 30 | radish | 71 | that | 99 | 91 | furry | 37 | 79 | sorrowful | 73 | 69 | melt | 75 | 43 | 95 | 57 | steamy | SW | 44 | 23 | 63 | pivotal | 80 | 62 | 16 | 80 | 10 | 5 | 9
76 : 97 | Tunis | pepperoni | 57 | 14 | 68 | 75 | 90 | rally | 17 | Ptolemaic | barrage | irresolution | 90 | 96 | 21 | 4 | 21 | 67 | crab | 7 | 60 | 1 | 73 | 23 | 21 | 66 | 38 | 21 | Lagrange | 61 | Hirsch | 56 | 96 | 23 | 14 | dispel | peripatetic | dais
79 : 53 | deject | 35 | 97 | Ted | libation | 5 | horseback | 0 | 79 | Edwina | shutdown | 90 | 84 | acetylene | 43 | abutted | 95 | 99 | 43 | 46 | expense | 44 | 2 | weird | materiel | 52 | 63 | 46 | transparent | 30 | keystone | govern | 44 | jot | 67 | 40 | 11 | 13
60 : 92 | Hanukkah | 69 | 4 | 38 | 33 | 26 | 88 | 46 | 25 | 3 | 29 | streamline | 31 | competent | 93 | 50 | alpine | 70 | rabbit | litterbug | 85 | brood | 23 | 26 | 65 | 61 | 3 | Gordon | 75 | avenue | 21 | 15 | 6 | consternate | 84 | Philip | 38 | 90
12 : 85 | stickleback | portentous | haircut | fogy | 67 | 22 | 44 | 34 | 45 | 83 | 52 | mila | idempotent | 64 | 5 | authoritarian | 48 | 31 | Rockwell | 35 | 16 | 96 | 38 | 39 | 36 | jingle | 2 | 41 | 86 | reservoir | 33 | 28 | Thomas | 10 | 8 | 54 | 99 | 76
6 : 43 | 64 | stearic | conspirator | Gujarati | kaleidescope | crises | Pierson | McKeon | 71 | 44 | incise | 88 | gigawatt | incomprehensible | 69 | 2 | 94 | sabbath | 11 | oceanic | Frigidaire | 19 | 2 | nee | 49 | portentous | Cluj | 83 | Marceau | 71 | 78 | 63 | 3 | 74 | chime | 28 | device | 99
carp : 27 | 91 | 33 | tale | 17 | 86 | select | 2 | fasten | 18 | 46 | 40 | 23 | 2 | 98 | 17 | czarina | 56 | Shirley | honorary | 97 | 34 | gangling | 14 | 31 | 43 | haw | Albania | 51 | 24 | Cameroun | facto | 27 | inclusion | activate | 72 | Aden | 71 | mantis
camber : protease | 22 | geisha | atrocity | phalanx | coffer | 64 | 65 | 39 | 95 | lacy | Shirley | 95 | 74 | 77 | 67 | apropos | 81 | 41 | 40 | abate | 30 | Buxtehude | 91 | 3 | 34 | 99 | 9 | ruffian | 26 | 21 | 33 | 31 | coagulate | 46 | 97 | Raritan | 44 | magnate
27 : 82 | freeboot | 80 | framework | 46 | 53 | 91 | liverwort | homophobia | 4 | 53 | audience | 82 | magnanimity | 41 | 93 | 65 | 41 | electro | ashram | maxim | 27 | 70 | 83 | 18 | 44 | 66 | 79 | 61 | 57 | 53 | 33 | 88 | 56 | 35 | implantation | aberrant | 42 | hidalgo
98 : splintery | pass | kulak | Multics | 40 | 0 | 74 | 38 | 24 | 67 | Leyden | 77 | 23 | 29 | 76 | 11 | crucifix | 30 | lollipop | 8 | 47 | 16 | mimosa | 12 | reclusive | sally | 36 | Nell | 16 | 92 | Peugeot | 37 | sandpile | 34 | 4 | integrate | botulin | Jolla | 92
8 : MN | 22 | crunch | 24 | quaternary | blackmail | 5 | project | ancient | 36 | came | 33 | alumnus | Richardson | 95 | 68 | make | 54 | kraut | 64 | 92 | 38 | capture | Lissajous | 4 | Hoffman | 15 | embody | linoleum | 39 | 10 | lurk | 3 | stereography | haven | 37 | 71 | loathsome | 61
DNA : 28 | cub | 97 | jitterbug | 1 | bureaucracy | inevitable | 18 | 35 | 99 | 82 | 99 | Mathews | ingather | 80 | 74 | 96 | 95 | 57 | 43 | 4 | tribal | emphasis | 47 | 86 | 17 | drumhead | format | default | 24 | 61 | 17 | 24 | 87 | 19 | 5 | davenport | 31 | 13
49 : 60 | 13 | trout | 29 | tonight | 36 | 90 | 33 | 0 | agglutinate | 46 | bogus | silk | scarlet | 8 | Holmdel | hygrometer | 6 | 48 | 3 | embalm | 29 | McAdams | fight | seat | Whitcomb | linemen | 42 | 77 | 34 | 73 | 82 | 90 | 19 | 90 | 10 | 48 | 63 | bursty
Pythagoras : Youngstown | Wightman | 55 | 61 | 62 | 82 | invitee | Clifford | 76 | Melville | 82 | Thorstein | 63 | 91 | 16 | 19 | 41 | fro | 81 | feces | 1 | Saracen | 49 | 30 | triplet | gules | 66 | 65 | 55 | 95 | eastbound | 55 | Jericho | 28 | Botswana | pledge | Scranton | parapet | dwarf
eigenstate : 87 | 45 | 31 | 60 | conformance | concessionaire | 26 | chestnut | lantern | 90 | hike | 31 | radioactive | skyline | squatter | 12 | 25 | Stygian | 86 | 20 | 79 | 43 | 62 | 37 | Storey | 25 | melodious | tensor | 32 | 65 | 34 | countersink | 64 | 89 | 86 | halve | 92 | journal | 89
transient : Sorenson | scowl | 79 | poliomyelitis | 18 | 91 | boldface | headwind | 60 | 23 | 73 | 47 | espouse | Elena | histogram | 13 | 16 | 5 | perplex | hansom | gasify | 41 | capita | 37 | 56 | 83 | 37 | bestiary | 30 | minstrelsy | 31 | 84 | Moulton | iii | eyebrow | indorse | trifle | monies | 59
conferee : 83 | 18 | 28 | 22 | haphazard | clockwatcher | 35 | 15 | galvanic | 39 | 33 | galvanic | 41 | 63 | 49 | 0 | parody | wastrel | 42 | Sheila | 92 | 70 | 28 | Ainu | decant | 42 | 72 | kale | 68 | practicable | sap | tribe | 57 | 6 | 37 | 63 | Jerome | phase | 24
decile : omnivore | 89 | 42 | dewar | 61 | self | 17 | 46 | eventuate | Selwyn | 63 | aforementioned | fled | 41 | 78 | tilt | 24 | 37 | 49 | 25 | tendon | lamprey | 47 | 21 | 72 | antipathy | ore | 85 | 68 | 37 | 59 | cur | Fallopian | condensible | 28 | 53 | buttock | 74 | 73
8 : 3 | 46 | bookend | cowman | 72 | 82 | 31 | pout | 28 | 70 | Oman | hubby | 17 | frenetic | nod | hugging | sophism | 88 | mallet | stellar | Ogden | tenacious | 85 | alginate | bootleg | 71 | 17 | 10 | matrimony | 62 | 1 | 85 | prison | rainfall | 35 | 19 | 12 | exultant | 66
97 : 14 | 89 | venerate | 84 | Taurus | leave | 37 | 21 | 62 | 51 | 76 | Sigmund | pluton | 16 | consume | 14 | sufficient | 86 | mortem | 39 | 57 | 85 | 48 | 49 | trustful | 50 | 39 | 79 | 38 | Avernus | 95 | 64 | 76 | gaunt | 52 | quip | 50 | 67 | grandiose
95 : 90 | 97 | coverlet | 74 | Prussia | 25 | Dixie | 85 | 96 | insinuate | 29 | somal | guillemot | momentous | emerge | 44 | 51 | 7 | 25 | 50 | trombone | strength | whereon | 79 | 64 | 33 | 77 | 79 | comatose | nob | licorice | 59 | 14 | 79 | apprehension | Brookline | 86 | hay | 88
